submission_date,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death
02/01/2021,26367104,15727591.0,1626702.0,128463,18917.0,461977,273162.0,28692.0,2277,282.0
02/02/2020,8,3.0,0.0,3,0.0,0,0.0,0.0,0,0.0
02/02/2021,26489673,15784375.0,1645591.0,122569,27781.0,464945,275029.0,28975.0,2968,388.0
02/03/2020,11,6.0,0.0,3,0.0,0,0.0,0.0,0,0.0
02/03/2021,26599951,15837412.0,1659252.0,110278,22805.0,468268,276832.0,29283.0,3323,282.0
02/04/2020,11,6.0,0.0,0,0.0,0,0.0,0.0,0,0.0
02/04/2021,26725109,15901453.0,1672830.0,125158,22497.0,471365,278695.0,29476.0,3097,420.0
02/05/2020,11,6.0,0.0,0,0.0,0,0.0,0.0,0,0.0
02/05/2021,26850649,15972219.0,1687766.0,125540,22551.0,474776,280752.0,29688.0,3411,451.0
02/06/2020,11,6.0,0.0,0,0.0,0,0.0,0.0,0,0.0
02/06/2021,26958747,16031572.0,1699175.0,108098,17270.0,477504,282444.0,29886.0,2728,197.0
02/07/2020,12,6.0,0.0,1,0.0,0,0.0,0.0,0,0.0
02/07/2021,27050234,16087704.0,1706733.0,91487,11478.0,479303,283496.0,29979.0,1799,168.0
02/08/2020,12,6.0,0.0,0,0.0,0,0.0,0.0,0,0.0
02/08/2021,27132493,16134563.0,1714812.0,82259,12642.0,481002,284474.0,30072.0,1699,132.0
02/09/2020,12,6.0,0.0,0,0.0,0,0.0,0.0,0,0.0
02/09/2021,27224464,16179520.0,1727066.0,91971,19941.0,483443,285779.0,30287.0,2441,386.0
02/10/2020,12,6.0,0.0,0,0.0,0,0.0,0.0,0,0.0
02/10/2021,27323940,16231617.0,1739366.0,99476,18959.0,486244,287409.0,30517.0,2801,56.0
02/11/2020,12,6.0,0.0,0,0.0,0,0.0,0.0,0,0.0
02/11/2021,27423177,16282477.0,1750177.0,99237,18101.0,489479,289511.0,30847.0,3235,472.0
02/12/2020,13,7.0,0.0,1,0.0,0,0.0,0.0,0,0.0
02/12/2021,27521106,16333474.0,1762824.0,97929,18603.0,494537,292966.0,31643.0,2499,788.0
02/13/2020,14,8.0,0.0,1,0.0,0,0.0,0.0,0,0.0
02/13/2021,27605553,16379551.0,1772016.0,84447,14056.0,497794,295141.0,32080.0,2053,580.0
02/14/2020,14,8.0,0.0,0,0.0,0,0.0,0.0,0,0.0
02/14/2021,27672221,16417319.0,1778228.0,66668,8494.0,499330,296078.0,32135.0,1536,96.0
02/15/2020,14,8.0,0.0,0,0.0,0,0.0,0.0,0,0.0
02/15/2021,27729925,16449863.0,1784685.0,57704,9852.0,500709,296883.0,32235.0,1379,139.0
02/16/2020,14,8.0,0.0,0,0.0,0,0.0,0.0,0,0.0
02/16/2021,27787770,16479977.0,1793064.0,57845,11691.0,502121,297689.0,32345.0,1412,141.0
02/17/2020,16,8.0,0.0,2,0.0,0,0.0,0.0,0,0.0
02/17/2021,27852345,16514967.0,1802533.0,64575,13539.0,504302,298771.0,32491.0,2181,221.0
02/18/2020,21,13.0,0.0,5,0.0,0,0.0,0.0,0,0.0
02/18/2021,27921104,16552412.0,1811852.0,68759,12897.0,506525,300201.0,32626.0,2223,229.0
02/19/2020,24,15.0,0.0,3,0.0,0,0.0,0.0,0,0.0
02/19/2021,27994321,16592928.0,1822871.0,73217,14963.0,508936,301748.0,32761.0,2411,69.0
02/20/2020,25,15.0,0.0,1,0.0,0,0.0,0.0,0,0.0
02/20/2021,28060351,16629078.0,1830672.0,66030,11485.0,510724,302894.0,32868.0,1788,199.0
02/21/2020,30,17.0,0.0,5,0.0,0,0.0,0.0,0,0.0
02/21/2021,28116127,16659741.0,1836287.0,55776,8996.0,512242,303892.0,32954.0,1518,128.0
02/22/2020,36,21.0,0.0,6,0.0,0,0.0,0.0,0,0.0
02/22/2021,28172375,16688677.0,1842906.0,56248,9777.0,513764,304790.0,33072.0,1522,186.0
02/23/2020,36,21.0,0.0,0,0.0,0,0.0,0.0,0,0.0
02/23/2021,28243401,16719876.0,1852744.0,71026,18104.0,515444,305816.0,33194.0,1680,225.0
02/24/2020,40,25.0,0.0,4,0.0,0,0.0,0.0,0,0.0
02/24/2021,28316392,16756796.0,1862973.0,72991,15788.0,517451,307071.0,33354.0,2007,91.0
02/25/2020,44,25.0,0.0,4,0.0,0,0.0,0.0,0,0.0
02/25/2021,28388405,16793885.0,1871361.0,72013,13451.0,520375,309312.0,33514.0,2924,199.0
02/26/2020,52,31.0,0.0,8,0.0,0,0.0,0.0,0,0.0
02/26/2021,28462035,16831971.0,1880630.0,73630,14492.0,522266,310575.0,33644.0,1891,264.0
02/27/2020,57,33.0,0.0,5,0.0,0,0.0,0.0,0,0.0
02/27/2021,28529948,16866045.0,1888350.0,67913,12332.0,523858,311688.0,33741.0,1592,58.0
02/28/2020,61,33.0,0.0,4,0.0,0,0.0,0.0,0,0.0
02/28/2021,28581579,16893392.0,1893784.0,51631,8702.0,524932,312527.0,33814.0,1074,48.0
02/29/2020,70,36.0,0.0,9,0.0,1,0.0,0.0,1,0.0
03/01/2020,88,50.0,0.0,18,0.0,1,0.0,0.0,0,0.0
03/01/2021,28632552,16919257.0,1900440.0,50973,8318.0,526181,313380.0,33879.0,1249,71.0
03/02/2020,124,71.0,0.0,36,0.0,7,0.0,1.0,6,1.0
03/02/2021,28687789,16944753.0,1908695.0,55237,12827.0,527533,316785.0,31446.0,1352,-2363.0
03/03/2020,188,100.0,0.0,64,0.0,10,0.0,1.0,3,0.0
03/03/2021,28753563,16971529.0,1923137.0,65774,18861.0,529090,317696.0,31568.0,1557,90.0
03/04/2020,255,140.0,2.0,67,2.0,12,1.0,1.0,2,0.0
03/04/2021,28819329,17003647.0,1931342.0,65766,13986.0,530628,318737.0,31661.0,1538,167.0
03/05/2020,333,168.0,3.0,78,1.0,15,2.0,2.0,3,1.0
03/05/2021,28883571,17037656.0,1938658.0,64242,11456.0,532579,320146.0,31779.0,1951,95.0
03/06/2020,454,251.0,4.0,121,1.0,18,3.0,2.0,3,0.0
03/06/2021,28940891,17068443.0,1945518.0,57320,9727.0,533836,320928.0,31885.0,1257,163.0
03/07/2020,614,337.0,6.0,160,2.0,23,3.0,2.0,5,0.0
03/07/2021,28984416,17091128.0,1950636.0,43525,7563.0,534728,321448.0,31970.0,892,161.0
03/08/2020,823,457.0,8.0,209,2.0,27,5.0,2.0,4,0.0
03/08/2021,29027406,17115137.0,1955159.0,42990,7471.0,535546,321906.0,32056.0,818,116.0
03/09/2020,1243,655.0,9.0,420,1.0,31,6.0,2.0,4,0.0
03/09/2021,29081795,17139995.0,1963996.0,53498,13200.0,536681,322568.0,32205.0,997,187.0
03/10/2020,1736,909.0,12.0,493,3.0,38,8.0,2.0,7,0.0
03/10/2021,29144028,17172145.0,1973572.0,62233,13774.0,538261,323613.0,32328.0,1580,201.0
03/11/2020,2250,1250.0,13.0,514,1.0,50,14.0,2.0,12,0.0
03/11/2021,29204572,17204056.0,1981341.0,60544,11570.0,539574,324481.0,32380.0,1313,12.0
03/12/2020,2998,1712.0,16.0,748,3.0,57,16.0,3.0,7,1.0
03/12/2021,29267446,17236609.0,1989100.0,62874,11763.0,541021,325446.0,32407.0,1282,66.0
03/13/2020,3909,2382.0,28.0,911,12.0,68,21.0,3.0,11,0.0
03/13/2021,29320843,17263663.0,1995995.0,53397,9709.0,541981,326056.0,32436.0,960,92.0
03/14/2020,5140,3294.0,36.0,1231,8.0,81,29.0,3.0,13,0.0
03/14/2021,29368129,17288504.0,2004067.0,47286,9830.0,542621,326469.0,32447.0,640,47.0
03/15/2020,7342,4656.0,47.0,2202,11.0,99,36.0,4.0,18,1.0
03/15/2021,29411589,17311963.0,2009036.0,43460,7822.0,543311,326872.0,32500.0,690,61.0
03/16/2020,9691,6312.0,66.0,2349,19.0,120,52.0,5.0,21,1.0
03/16/2021,29463672,17335960.0,2017486.0,52083,12061.0,544170,327342.0,32569.0,859,123.0
03/17/2020,12913,8476.0,88.0,3222,22.0,146,64.0,5.0,26,0.0
03/17/2021,29526076,17367059.0,2026644.0,62404,12702.0,545206,327958.0,32649.0,1036,32.0
03/18/2020,17816,11929.0,117.0,4903,29.0,213,92.0,6.0,67,1.0
03/18/2021,29588947,17399553.0,2035317.0,62871,11991.0,546049,328559.0,32654.0,843,39.0
03/19/2020,23990,15816.0,167.0,6174,50.0,282,125.0,9.0,69,3.0
03/19/2021,29651235,17433945.0,2043355.0,62288,11197.0,547240,329422.0,32686.0,1191,71.0
03/20/2020,31427,20720.0,229.0,7437,62.0,378,171.0,14.0,96,5.0
03/20/2021,29709607,17465133.0,2051779.0,58372,11845.0,547954,329857.0,32728.0,714,68.0
03/21/2020,40645,26209.0,277.0,9218,48.0,489,225.0,19.0,111,5.0
03/21/2021,29754567,17490582.0,2057358.0,44960,7213.0,548486,330170.0,32745.0,532,39.0
03/22/2020,51513,32089.0,320.0,10868,43.0,616,303.0,22.0,127,3.0
03/22/2021,29803127,17515652.0,2063636.0,48560,9591.0,549416,330873.0,32771.0,930,29.0
03/23/2020,62241,37220.0,386.0,10728,66.0,777,395.0,28.0,161,6.0
03/23/2021,29861618,17544377.0,2073169.0,58491,13961.0,550163,331356.0,32810.0,747,63.0
03/24/2020,73592,42383.0,450.0,11351,64.0,994,499.0,35.0,217,7.0
03/24/2021,29928772,17579717.0,2083972.0,67154,15030.0,551281,332064.0,32873.0,1118,12.0
03/25/2020,87752,49078.0,516.0,14160,66.0,1305,660.0,49.0,311,14.0
03/25/2021,29995156,17615157.0,2092230.0,66384,12315.0,552257,332706.0,32926.0,976,108.0
03/26/2020,106524,57040.0,594.0,18772,78.0,1649,853.0,67.0,344,18.0
03/26/2021,30071844,17654895.0,2102661.0,76688,14483.0,553322,333485.0,32966.0,1065,30.0
03/27/2020,126563,66074.0,677.0,20039,83.0,2127,1080.0,90.0,478,23.0
03/27/2021,30135199,17689791.0,2110243.0,63355,10731.0,554165,334068.0,33001.0,843,62.0
03/28/2020,147198,74933.0,810.0,20635,134.0,2693,1438.0,135.0,566,45.0
03/28/2021,30188091,17720241.0,2114852.0,52892,7584.0,554781,334502.0,33018.0,616,48.0
03/29/2020,173532,88792.0,910.0,26334,100.0,3361,1909.0,186.0,668,51.0
03/29/2021,30245906,17751471.0,2121766.0,57815,10562.0,555326,334817.0,33065.0,545,75.0
03/30/2020,189363,91193.0,1057.0,15831,148.0,3991,2239.0,244.0,630,58.0
03/30/2021,30308264,17785195.0,2130941.0,62358,11997.0,556048,335318.0,33104.0,722,61.0
03/31/2020,212659,100532.0,1211.0,23296,154.0,4974,2761.0,312.0,983,68.0
03/31/2021,30379731,17821925.0,2140189.0,71467,13767.0,557005,335868.0,33189.0,957,133.0
04/01/2020,241007,112436.0,1424.0,28348,214.0,6103,3349.0,404.0,1129,92.0
04/01/2021,30454183,17861653.0,2149836.0,74452,13741.0,557818,336375.0,33222.0,813,12.0
04/02/2020,271052,123659.0,1607.0,30045,183.0,7431,4020.0,495.0,1328,91.0
04/02/2021,30523718,17900716.0,2158264.0,69535,12031.0,558646,336962.0,33231.0,828,-14.0
04/03/2020,302890,135630.0,1820.0,31838,213.0,8827,4771.0,602.0,1396,108.0
04/03/2021,30589209,17938383.0,2165175.0,65491,9588.0,559375,337394.0,33251.0,729,136.0
04/04/2020,335382,147328.0,2090.0,32492,270.0,10380,5557.0,780.0,1553,178.0
04/04/2021,30633507,17964097.0,2169837.0,44298,6018.0,559889,337768.0,33274.0,514,33.0
04/05/2020,362860,158514.0,2358.0,27478,268.0,12250,6375.0,961.0,1870,181.0
04/05/2021,30690424,17997690.0,2175598.0,56917,8801.0,560259,337955.0,33320.0,370,55.0
04/06/2020,391444,168340.0,2667.0,28584,309.0,13939,7203.0,1161.0,1689,200.0
04/06/2021,30753695,18030582.0,2183654.0,63271,12768.0,560980,338410.0,33368.0,721,94.0
04/07/2020,421669,179627.0,3002.0,30225,335.0,16050,8185.0,1350.0,2111,189.0
04/07/2021,30831606,18070941.0,2193002.0,77911,14648.0,561792,338945.0,33386.0,812,-5.0
04/08/2020,455351,193007.0,3368.0,33682,366.0,18320,9219.0,1588.0,2270,238.0
04/08/2021,30907307,18112090.0,2201715.0,75701,13059.0,562658,339520.0,33430.0,866,93.0
04/09/2020,490339,205988.0,3712.0,34988,344.0,20552,10302.0,1823.0,2232,235.0
04/09/2021,30986249,18154440.0,2210059.0,78870,13054.0,563516,340146.0,33452.0,832,-4.0
04/10/2020,522259,218279.0,4031.0,31920,319.0,22790,11359.0,2033.0,2238,210.0
04/10/2021,31054311,18193236.0,2216909.0,68062,10358.0,564263,340646.0,33480.0,747,68.0
04/11/2020,554466,229207.0,4352.0,32207,321.0,25023,12387.0,2246.0,2233,213.0
04/11/2021,31107807,18226679.0,2222772.0,53496,7137.0,564732,340971.0,33492.0,469,18.0
04/12/2020,582264,238703.0,4635.0,27798,283.0,26892,13355.0,2450.0,1869,204.0
04/12/2021,31170446,18259403.0,2230203.0,62639,11586.0,565260,341303.0,33536.0,528,38.0
04/13/2020,607196,255275.0,5115.0,24932,484.0,28805,14361.0,2646.0,1913,196.0
04/13/2021,31242614,18295744.0,2240482.0,72168,16039.0,565999,341771.0,33568.0,739,100.0
04/14/2020,632382,263850.0,5477.0,25186,362.0,31270,15391.0,2844.0,2465,198.0
04/14/2021,31314977,18334479.0,2251047.0,72363,14746.0,566801,342251.0,33626.0,802,18.0
04/15/2020,657761,274578.0,5914.0,25379,437.0,33996,16956.0,3056.0,2726,212.0
04/15/2021,31389973,18372901.0,2259766.0,74996,14563.0,567587,342782.0,33647.0,786,68.0
04/16/2020,689583,309395.0,6312.0,31822,401.0,36433,19053.0,3427.0,2437,377.0
04/16/2021,31460863,18413567.0,2267733.0,70890,10409.0,568406,343307.0,33697.0,819,47.0
04/17/2020,719361,297615.0,6570.0,29778,343.0,38761,19089.0,3362.0,2328,132.0
04/17/2021,31538877,18451650.0,2274610.0,78014,21762.0,569037,343749.0,33715.0,631,38.0
04/18/2020,746961,308362.0,6878.0,27600,387.0,40644,20067.0,3500.0,1883,140.0
04/18/2021,31588094,18479579.0,2279347.0,49217,6771.0,569545,344056.0,33736.0,508,45.0
04/19/2020,774846,521899.0,7213.0,27885,258.0,42666,30465.0,3816.0,2022,325.0
04/19/2021,31624057,18505393.0,2285133.0,35963,-2570.0,570038,344353.0,33758.0,493,38.0
04/20/2020,800657,536806.0,8909.0,25811,1696.0,44747,30942.0,4112.0,2081,309.0
04/20/2021,31682956,18534119.0,2293198.0,58899,13289.0,570777,344801.0,33786.0,739,95.0
04/21/2020,826112,556823.0,9319.0,25455,410.0,47410,33590.0,4292.0,2663,466.0
04/21/2021,31747135,18567282.0,2300946.0,64179,12374.0,571556,345252.0,33847.0,779,-14.0
04/22/2020,857546,580585.0,9689.0,31434,429.0,49679,35291.0,4467.0,2269,172.0
04/22/2021,31808827,18601724.0,2308020.0,61692,10508.0,572343,345726.0,33899.0,787,99.0
04/23/2020,890543,604831.0,8944.0,32997,-744.0,51703,37376.0,4248.0,2024,-489.0
04/23/2021,31873444,18634185.0,2315570.0,64617,12202.0,573192,346276.0,33935.0,849,76.0
04/24/2020,924673,629714.0,9475.0,34130,472.0,53808,38909.0,4422.0,2105,140.0
04/24/2021,31925372,18662017.0,2321757.0,51928,9030.0,573842,346688.0,33979.0,650,31.0
04/25/2020,958051,650058.0,9846.0,33378,371.0,55674,40307.0,4501.0,1866,79.0
04/25/2021,31966091,18685438.0,2325616.0,40719,5385.0,574270,346972.0,33983.0,428,7.0
04/26/2020,985286,666891.0,11524.0,27235,1737.0,57230,40980.0,5080.0,1556,617.0
04/26/2021,31996958,18697284.0,2330043.0,39872,7368.0,574765,347295.0,34011.0,495,34.0
04/27/2020,1009505,684623.0,10487.0,24219,-1052.0,58740,42614.0,4641.0,1510,-437.0
04/27/2021,32047893,18722144.0,2336651.0,50935,11736.0,575290,347699.0,34045.0,525,82.0
04/28/2020,1032992,585955.0,12351.0,23487,1865.0,60862,43687.0,5271.0,2122,632.0
04/28/2021,32103185,18750084.0,2343442.0,55292,11038.0,576141,348210.0,34104.0,851,2.0
04/29/2020,1060198,602055.0,12748.0,27206,397.0,63302,45214.0,5399.0,2440,123.0
04/29/2021,32159909,18779661.0,2349876.0,56724,10014.0,576913,348686.0,34157.0,772,94.0
04/30/2020,1092623,622321.0,13282.0,32425,534.0,65522,46893.0,5451.0,2220,67.0
04/30/2021,32215216,18808543.0,2355685.0,55307,9398.0,577701,349218.0,34192.0,788,23.0
05/01/2020,1122848,642601.0,11999.0,30225,-1311.0,67446,48973.0,4929.0,1924,-574.0
05/01/2021,32263202,18833912.0,2360817.0,47986,8181.0,578321,349664.0,34223.0,620,55.0
05/02/2020,1151245,659268.0,12142.0,28397,147.0,69044,50177.0,4971.0,1598,42.0
05/02/2021,32299895,18853526.0,2364826.0,36693,5862.0,578833,350000.0,34231.0,512,36.0
05/03/2020,1179086,672983.0,14225.0,27841,2129.0,70472,50576.0,5682.0,1428,752.0
05/03/2021,32333126,18871458.0,2368149.0,33231,5643.0,579294,350277.0,34257.0,461,26.0
05/04/2020,1200265,685952.0,14528.0,21179,341.0,71714,51376.0,5782.0,1242,186.0
05/04/2021,32376263,18891954.0,2373597.0,43137,8971.0,579981,350679.0,34304.0,687,71.0
05/05/2020,1223471,699208.0,15024.0,23206,507.0,74142,52867.0,5870.0,2428,90.0
05/05/2021,32421542,18914717.0,2380189.0,45279,9755.0,580702,351101.0,34352.0,721,8.0
05/06/2020,1247774,716538.0,13691.0,24303,-1403.0,76473,54941.0,5248.0,2331,-750.0
05/06/2021,32464949,18937061.0,2385103.0,43407,7714.0,581369,351496.0,34381.0,667,89.0
05/07/2020,1278389,732329.0,16171.0,30615,2563.0,78602,55653.0,6059.0,2129,860.0
05/07/2021,32509554,18961416.0,2389306.0,44605,7016.0,582172,352051.0,34415.0,803,-4.0
05/08/2020,1306434,752414.0,14695.0,28045,-1463.0,80221,57519.0,5341.0,1619,-716.0
05/08/2021,32546409,18980953.0,2393054.0,36855,5941.0,582792,352473.0,34440.0,620,61.0
05/09/2020,1332403,765768.0,16962.0,25969,2279.0,81707,57801.0,6187.0,1486,846.0
05/09/2021,32573608,18996209.0,2395233.0,27199,3616.0,583189,352766.0,34439.0,397,-15.0
05/10/2020,1354055,780184.0,17432.0,21652,472.0,82812,58638.0,6174.0,1105,-1.0
05/10/2021,32598348,19008952.0,2397428.0,24740,4141.0,583603,352999.0,34459.0,414,26.0
05/11/2020,1373354,791375.0,17977.0,19299,551.0,83888,59455.0,6178.0,1076,4.0
05/11/2021,32631945,19024524.0,2401891.0,33597,7607.0,584212,353359.0,34491.0,609,81.0
05/12/2020,1397614,807058.0,18576.0,24260,615.0,85424,60567.0,6233.0,1536,56.0
05/12/2021,32667852,19042725.0,2406042.0,35907,7004.0,584918,353809.0,34534.0,706,19.0
05/13/2020,1415355,816195.0,19039.0,17741,476.0,86932,61561.0,6299.0,1508,67.0
05/13/2021,32708884,19063255.0,2413012.0,41032,9516.0,585514,354203.0,34549.0,596,50.0
05/14/2020,1449888,839768.0,19641.0,34533,623.0,88871,62909.0,6374.0,1939,66.0
05/14/2021,32744322,19081292.0,2416849.0,35438,6448.0,586201,354664.0,34591.0,687,17.0
05/15/2020,1477008,858067.0,20570.0,27120,942.0,90425,64027.0,6414.0,1554,56.0
05/15/2021,32774114,19096416.0,2420459.0,29750,5317.0,586622,354934.0,34605.0,421,23.0
05/16/2020,1502311,872577.0,20773.0,25303,207.0,91648,64884.0,6474.0,1223,48.0
05/16/2021,32795076,19107724.0,2422399.0,20962,3074.0,587064,355184.0,34614.0,442,82.0
05/17/2020,1521536,884976.0,21076.0,19225,311.0,92580,65550.0,6516.0,932,58.0
05/17/2021,32814576,19117830.0,2424182.0,19500,3429.0,587438,355383.0,34636.0,374,43.0
05/18/2020,1546227,899451.0,21493.0,24691,488.0,93523,66230.0,6607.0,943,91.0
05/18/2021,32842625,19130268.0,2428072.0,28049,6600.0,588035,355764.0,34673.0,597,73.0
05/19/2020,1566918,912307.0,21949.0,20691,475.0,94717,67167.0,6644.0,1194,22.0
05/19/2021,32870510,19143835.0,2431455.0,27885,5518.0,588637,356108.0,34726.0,602,43.0
05/20/2020,1591408,927570.0,22485.0,24490,564.0,96082,67866.0,6727.0,1365,41.0
05/20/2021,32898467,19157700.0,2435101.0,27957,5674.0,589165,356427.0,34752.0,528,54.0
05/21/2020,1616931,942341.0,22959.0,25523,492.0,97160,69043.0,6755.0,1078,88.0
05/21/2021,32926725,19171830.0,2438161.0,28258,5175.0,589829,356877.0,34799.0,664,66.0
05/22/2020,1642960,959064.0,23458.0,26029,525.0,98990,69968.0,6778.0,1830,355.0
05/22/2021,32948944,19182997.0,2440671.0,22219,2987.0,590228,357149.0,34804.0,399,20.0
05/23/2020,1663939,973466.0,23722.0,20979,270.0,99895,70629.0,6803.0,905,43.0
05/23/2021,32964664,19191912.0,2442142.0,15720,2151.0,590510,357323.0,34809.0,282,17.0
05/24/2020,1685704,987622.0,23978.0,21765,261.0,100702,71176.0,6837.0,807,40.0
05/24/2021,32980772,19200146.0,2443729.0,16108,3013.0,591089,357493.0,34833.0,362,30.0
05/25/2020,1704853,999645.0,24112.0,19149,121.0,101379,71649.0,6859.0,677,25.0
05/25/2021,33004567,19210063.0,2446376.0,23795,5030.0,591581,357775.0,34863.0,492,28.0
05/26/2020,1721806,1010557.0,24689.0,16953,593.0,102210,72189.0,6889.0,831,-3.0
05/26/2021,33028295,19220807.0,2449257.0,23728,4885.0,592099,358075.0,34896.0,518,3.0
05/27/2020,1742175,1023262.0,24826.0,20369,154.0,103488,73070.0,6951.0,1278,133.0
05/27/2021,33050854,19231789.0,2451557.0,22559,4007.0,592645,358416.0,34932.0,546,76.0
05/28/2020,1766374,1039471.0,23262.0,24199,-1543.0,104692,74758.0,6141.0,1204,-725.0
05/28/2021,33075243,19245600.0,2453941.0,24389,4041.0,593351,358924.0,34964.0,706,60.0
05/29/2020,1789928,1052670.0,25644.0,23554,2396.0,105712,74665.0,7003.0,1020,895.0
05/29/2021,33091400,19253965.0,2455558.0,16157,2536.0,593643,359116.0,34978.0,292,-19.0
05/30/2020,1813638,1066962.0,25849.0,23710,214.0,106591,75335.0,7023.0,879,32.0
05/30/2021,33103402,19260265.0,2456827.0,12002,1732.0,593897,359274.0,34989.0,254,19.0
05/31/2020,1834844,1080624.0,26074.0,21206,122.0,107286,75850.0,7042.0,695,28.0
05/31/2021,33112388,19265272.0,2457477.0,8985,1148.0,594117,359411.0,34992.0,220,10.0
06/01/2020,1852202,995043.0,26380.0,17358,432.0,107970,76290.0,7054.0,684,24.0
06/01/2021,33121307,19269901.0,2458590.0,8919,1832.0,594450,359558.0,35012.0,333,17.0
06/02/2020,1872933,1006735.0,26989.0,20731,642.0,108884,76897.0,7119.0,914,113.0
06/02/2021,33137549,19276839.0,2460588.0,16242,3841.0,594943,359868.0,35051.0,493,45.0
06/03/2020,1894042,1019407.0,27132.0,21109,50.0,109917,77697.0,7068.0,1033,-320.0
06/03/2021,33156207,19284500.0,2462701.0,18658,3847.0,595419,360125.0,35094.0,476,79.0
06/04/2020,1914755,1030979.0,27468.0,20713,354.0,110786,78362.0,7086.0,869,-187.0
06/04/2021,33174808,19292663.0,2464548.0,18601,3885.0,596017,360515.0,35129.0,598,14.0
06/05/2020,1939181,1045190.0,28065.0,24426,619.0,111648,78906.0,7163.0,862,123.0
06/05/2021,33189596,19299410.0,2466018.0,14788,2510.0,596411,360790.0,35147.0,394,44.0
